heure,zone,catr,grav,lat,long
18,2,4,4,44.81236,-0.55082
17,2,4,1,44.85713498,-0.59108598
17,2,4,4,44.85713498,-0.59108598
14,2,4,1,43.833,4.3678
14,2,4,4,43.833,4.3678
18,2,4,1,48.40445,-4.4967
18,2,4,3,48.40445,-4.4967
16,2,4,1,49.04144,1.15906
16,2,4,4,49.04144,1.15906
09,2,4,4,49.03283,1.13957
06,1,3,1,48.47607,-2.7457
06,1,3,3,48.47607,-2.7457
11,2,4,1,47.0393,4.840394
11,2,4,4,47.0393,4.840394
18,1,3,1,45.72564,-0.67895
18,1,3,3,45.72564,-0.67895
12,2,4,1,43.19361,3.00947
12,2,4,4,43.19361,3.00947
14,2,4,1,48.29442,4.07846
14,2,4,4,48.29442,4.07846
17,2,4,1,48.2866,4.0735
17,2,4,4,48.2866,4.0735
22,2,4,1,48.89281,2.39561
22,2,4,4,48.89281,2.39561
16,2,4,1,48.895563,2.328323
16,2,4,4,48.895563,2.328323
10,2,4,1,48.895741,2.371339
10,2,4,4,48.895741,2.371339
09,2,4,1,48.894051,2.314203
09,2,4,3,48.894051,2.314203
09,2,4,4,48.894051,2.314203
08,2,4,1,48.885021,2.320792
08,2,4,4,48.885021,2.320792
17,2,4,4,48.84396,2.27138
10,2,4,1,48.842735,2.258716
10,2,4,4,48.842735,2.258716
12,2,4,1,48.841938,2.367903
12,2,4,4,48.841938,2.367903
19,2,4,1,48.847638,2.389341
19,2,4,4,48.847638,2.389341
16,2,4,4,48.84668,2.36693
08,2,4,1,48.871094,2.345774
08,2,4,4,48.871094,2.345774
22,2,4,1,48.873059,2.328317
22,2,4,4,48.873059,2.328317
20,2,4,4,48.867409,2.307032
21,2,4,1,48.853968,2.364865
21,2,4,4,48.853968,2.364865
15,2,4,4,48.866887,2.361891
13,2,4,4,48.853867,2.367163
22,2,3,1,48.743119,2.386291
22,2,3,4,48.743119,2.386291
20,2,3,1,48.80073,2.54229
20,2,3,4,48.80073,2.54229
18,2,3,1,48.96220615,2.55894184
18,2,3,4,48.96220615,2.55894184
03,1,3,2,48.99020628,2.54714967
15,2,3,1,48.9632,2.35985
15,2,3,3,48.9632,2.35985
18,2,3,1,48.95332828,2.3364453
18,2,3,3,48.95332828,2.3364453
21,2,3,1,48.92998248,2.38595467
21,2,3,4,48.92998248,2.38595467
14,2,3,1,48.92484246,2.41491174
14,2,3,4,48.92484246,2.41491174
09,2,3,1,48.9494,2.4148
09,2,3,4,48.9494,2.4148
20,2,3,1,48.91462887,2.50210492
20,2,3,2,48.91462887,2.50210492
16,2,3,1,48.93709094,2.49870443
16,2,3,4,48.93709094,2.49870443
09,2,4,1,48.95401,2.54886
09,2,4,4,48.95401,2.54886
10,2,4,1,48.91347442,2.39381594
10,2,4,4,48.91347442,2.39381594
12,2,4,1,48.91455632,2.38573556
12,2,4,4,48.91455632,2.38573556
16,2,3,1,48.93690045,2.33074281
16,2,3,4,48.93690045,2.33074281
09,2,3,1,48.82180289,2.29159042
09,2,3,4,48.82180289,2.29159042
16,2,3,1,48.8148062,2.2866194
16,2,3,4,48.8148062,2.2866194
15,2,4,4,48.8260927,2.22013235
08,2,3,1,48.88269552,2.18222156
08,2,3,4,48.88269552,2.18222156
14,2,3,1,48.88658049,2.28414059
14,2,3,4,48.88658049,2.28414059
13,2,3,4,48.82164947,2.26603637
09,2,3,1,48.83147493,2.27955944
09,2,3,4,48.83147493,2.27955944
11,2,3,1,48.89197416,2.25881159
11,2,3,4,48.89197416,2.25881159
17,2,3,1,48.92856925,2.27884265
17,2,3,4,48.92856925,2.27884265
17,2,4,1,48.73742418,2.28749325
17,2,4,4,48.73742418,2.28749325
17,2,3,1,47.196053,0.183595
17,2,3,4,47.196053,0.183595
20,2,4,1,44.915655,-0.241246
20,2,4,3,44.915655,-0.241246
17,1,3,1,44.909861,-0.258189
17,1,3,4,44.909861,-0.258189
20,1,3,2,49.505064,2.682209
17,1,3,1,49.46267603,2.47275209
17,1,3,3,49.46267603,2.47275209
11,2,3,1,43.514452,1.4996612
11,2,3,3,43.514452,1.4996612
18,2,2,1,14.495833,-60.883741
18,2,2,3,14.495833,-60.883741
18,2,4,1,51.07874,2.514877
18,2,4,3,51.07874,2.514877
19,1,3,3,47.882672,7.256781
19,1,3,4,47.882672,7.256781
01,2,3,3,48.875493,3.296073
10,1,4,1,48.307015,-1.594622
10,1,4,3,48.307015,-1.594622
13,1,3,1,50.097483,3.980323
13,1,3,3,50.097483,3.980323
04,1,3,3,47.671846,-2.310101
14,1,3,1,50.830879,2.478683
14,1,3,3,50.830879,2.478683
15,1,2,2,42.265904,9.208753
15,1,2,4,42.265904,9.208753
15,1,3,3,43.898712,1.356585
15,1,3,4,43.898712,1.356585
17,1,3,1,44.772125,-0.321897
17,1,3,3,44.772125,-0.321897
22,1,3,1,46.567742,5.041553
22,1,3,3,46.567742,5.041553
21,1,3,1,46.973382,4.334579
21,1,3,4,46.973382,4.334579
13,1,3,1,49.20958906,5.32092412
13,1,3,2,49.20958906,5.32092412
23,1,3,3,45.456308,4.060392
06,2,3,1,43.419876,3.16121
06,2,3,3,43.419876,3.16121
18,1,3,1,47.590949,7.54997
18,1,3,3,47.590949,7.54997
16,1,3,3,46.762931,5.567997
17,1,3,1,46.687073,5.61322
17,1,3,3,46.687073,5.61322
16,1,3,1,47.090922,-1.319046
16,1,3,4,47.090922,-1.319046
09,2,3,1,47.123293,-2.123762
09,2,3,4,47.123293,-2.123762
20,1,3,3,48.35404492,-4.72961005
16,2,4,1,45.059758,3.062122
16,2,4,2,45.059758,3.062122
21,2,3,4,46.117119,4.951063
08,1,3,2,47.72287334,0.44342536
08,1,3,4,47.72287334,0.44342536
17,2,9,1,43.730143,7.405858
17,2,9,4,43.730143,7.405858
14,2,3,1,49.351519,1.774904
14,2,3,3,49.351519,1.774904
17,2,3,1,43.32122,-1.041333
17,2,3,3,43.32122,-1.041333
14,1,3,1,45.021362,4.363439
14,1,3,4,45.021362,4.363439
19,2,3,1,44.389055,-1.157934
19,2,3,3,44.389055,-1.157934
18,2,4,1,43.59593,3.86257
18,2,4,4,43.59593,3.86257
10,2,4,1,43.64752,3.84304
10,2,4,4,43.64752,3.84304
14,2,4,1,43.30496,3.46551
14,2,4,4,43.30496,3.46551
18,2,4,1,44.86587,-0.51288
18,2,4,3,44.86587,-0.51288
16,2,4,1,44.13585,4.079311
16,2,4,4,44.13585,4.079311
09,1,3,1,48.72796,1.34472
09,1,3,4,48.72796,1.34472
00,2,2,1,45.69427,-0.347592
00,2,2,4,45.69427,-0.347592
16,2,4,4,43.28692821,5.41247177
11,2,4,1,43.29224,5.59097
11,2,4,4,43.29224,5.59097
08,2,7,1,43.29709,5.58547
08,2,7,4,43.29709,5.58547
12,2,6,1,43.20776,2.31069
12,2,6,3,43.20776,2.31069
21,2,4,1,43.71822,7.28205
21,2,4,3,43.71822,7.28205
05,2,3,1,43.554067,6.97296
05,2,3,4,43.554067,6.97296
13,2,4,1,48.830488,2.285177
13,2,4,4,48.830488,2.285177
23,2,4,1,48.827009,2.324978
23,2,4,4,48.827009,2.324978
13,2,4,1,48.887876,2.348686
13,2,4,4,48.887876,2.348686
14,2,4,1,48.865497,2.244883
14,2,4,4,48.865497,2.244883
01,2,4,1,48.838318,2.298463
01,2,4,4,48.838318,2.298463
17,2,4,1,48.822666,2.32269
17,2,4,4,48.822666,2.32269
02,2,4,1,48.87342,2.329696
02,2,4,4,48.87342,2.329696
01,2,4,1,48.864225,2.301985
01,2,4,4,48.864225,2.301985
05,2,4,1,48.862837,2.31346
05,2,4,4,48.862837,2.31346
19,2,4,1,48.804533,2.496556
19,2,4,4,48.804533,2.496556
07,2,3,1,48.78553,2.49526
07,2,3,4,48.78553,2.49526
15,2,3,1,48.80714404,2.36309119
15,2,3,4,48.80714404,2.36309119
05,2,3,1,48.81620273,2.50192434
05,2,3,3,48.81620273,2.50192434
10,1,4,1,50.876904,2.245564
10,1,4,3,50.876904,2.245564
20,2,4,1,48.937062,2.535218
20,2,4,4,48.937062,2.535218
12,2,4,1,48.933748,2.528095
12,2,4,4,48.933748,2.528095
11,1,3,1,46.467291,-0.459548
11,1,3,4,46.467291,-0.459548
07,2,4,1,48.969179,2.379249
07,2,4,4,48.969179,2.379249
19,2,2,1,41.95282068,8.78693148
19,2,2,3,41.95282068,8.78693148
13,2,3,4,48.88904,2.47146
09,2,4,3,43.270737,0.429089
11,2,3,1,48.87393,2.44047
11,2,3,4,48.87393,2.44047
19,2,3,1,48.90188,2.44464
19,2,3,4,48.90188,2.44464
18,1,1,1,43.792895,1.758598
18,1,1,3,43.792895,1.758598
08,2,4,1,48.82172495,2.28945681
08,2,4,4,48.82172495,2.28945681
13,2,3,1,44.312365,0.092086
13,2,3,3,44.312365,0.092086
21,2,3,1,48.82321577,2.21002239
21,2,3,4,48.82321577,2.21002239
17,1,3,1,48.084308,7.288817
17,1,3,4,48.084308,7.288817
11,2,3,1,48.80253,2.28616
11,2,3,4,48.80253,2.28616
23,2,3,1,48.8279361,2.27109271
23,2,3,4,48.8279361,2.27109271
12,1,3,4,46.509447,6.10953
16,2,3,1,48.89916849,2.31326169
16,2,3,4,48.89916849,2.31326169
01,2,3,1,48.7868046,2.2452786
01,2,3,3,48.7868046,2.2452786
19,2,4,1,48.83644739,2.24525356
19,2,4,4,48.83644739,2.24525356
18,1,2,1,47.115818,5.90867
18,1,2,3,47.115818,5.90867
20,2,4,1,48.83569168,2.23271991
20,2,4,4,48.83569168,2.23271991
10,2,3,1,47.330838,-2.423704
10,2,3,3,47.330838,-2.423704
14,2,3,1,48.83418332,2.24262536
14,2,3,4,48.83418332,2.24262536
09,2,3,1,47.82104575,-1.82163566
09,2,3,2,47.82104575,-1.82163566
23,1,4,3,47.250135,0.203419
18,1,3,1,47.40749167,-1.73246563
18,1,3,4,47.40749167,-1.73246563
17,1,1,1,49.561465,1.043444
17,1,1,3,49.561465,1.043444
18,1,4,1,45.653708,5.082636
18,1,4,3,45.653708,5.082636
09,1,3,3,46.673676,3.805389
09,1,3,4,46.673676,3.805389
11,1,7,2,45.129243,5.823458
11,1,7,4,45.129243,5.823458
16,1,3,2,44.688915,-0.31575
16,1,3,3,44.688915,-0.31575
19,2,3,4,49.860877,1.202461
13,2,3,3,49.705652,4.153272
13,2,3,4,49.705652,4.153272
19,2,7,3,43.584484,1.559743
19,2,7,4,43.584484,1.559743
15,1,3,2,49.211304,-1.558551
15,1,3,3,49.211304,-1.558551
16,1,3,3,49.058008,3.603215
15,2,3,3,-21.266821,55.438939
12,1,3,1,49.406436,-1.250017
12,1,3,3,49.406436,-1.250017
15,1,3,1,50.968941,2.571037
15,1,3,3,50.968941,2.571037
15,1,3,4,50.968941,2.571037
18,2,3,1,47.072694,2.650602
18,2,3,3,47.072694,2.650602
03,2,3,1,49.138509,3.08644
03,2,3,3,49.138509,3.08644
18,1,3,3,46.56928581,1.49389386
13,1,1,3,45.42506,3.272499
18,1,1,1,45.596583,3.219721
18,1,1,3,45.596583,3.219721
17,1,3,1,43.928638,6.144844
17,1,3,4,43.928638,6.144844
20,2,3,1,44.258555,4.641391
20,2,3,3,44.258555,4.641391
05,1,3,1,46.51698,-1.623314
05,1,3,2,46.51698,-1.623314
18,2,7,3,43.580869,3.848074
18,2,7,4,43.580869,3.848074
03,2,4,3,46.351726,-1.451118
00,1,3,1,49.29235829,6.2779544
00,1,3,3,49.29235829,6.2779544
00,1,3,4,49.29235829,6.2779544
18,1,3,1,46.279921,-1.073291
18,1,3,4,46.279921,-1.073291
10,2,6,1,49.393891,6.275865
10,2,6,4,49.393891,6.275865
19,1,3,3,44.350004,3.229718
11,2,4,1,50.662405,1.826961
11,2,4,3,50.662405,1.826961
11,1,3,3,47.957542,4.996183
16,1,4,1,49.393945,3.868137
16,1,4,3,49.393945,3.868137
23,1,3,3,45.13477728,1.44506333
09,1,3,3,48.639473,0.209019
14,1,1,1,47.095296,5.353448
14,1,1,4,47.095296,5.353448
22,1,3,2,43.832638,4.74037
16,1,3,2,49.189585,3.4658
09,1,1,1,46.03431101,4.72591573
09,1,1,4,46.03431101,4.72591573
16,1,3,3,44.829418,5.391841
19,1,1,4,43.63871301,5.02529116
17,2,3,1,43.662278,7.057056
17,2,3,3,43.662278,7.057056
17,2,3,4,43.662278,7.057056
15,1,3,1,49.602812,2.158728
15,1,3,4,49.602812,2.158728
15,1,9,1,-17.590941,-149.390652
15,1,9,3,-17.590941,-149.390652
23,1,3,1,43.45847832,-1.01572305
23,1,3,3,43.45847832,-1.01572305
13,1,2,1,-21.884956,166.069765
13,1,2,4,-21.884956,166.069765
18,1,3,1,44.98785279,3.73873712
18,1,3,3,44.98785279,3.73873712
10,2,4,4,-20.959626,55.322744
09,1,3,1,49.16912,0.694828
09,1,3,3,49.16912,0.694828
17,1,3,3,48.497907,2.941122
11,2,4,1,49.031938,2.337105
11,2,4,4,49.031938,2.337105
15,1,3,3,45.41908,-0.632738
15,1,3,4,45.41908,-0.632738
15,1,1,1,45.620148,6.311906
15,1,1,4,45.620148,6.311906
05,2,3,1,45.512764,4.268285
05,2,3,4,45.512764,4.268285
16,1,3,1,48.848941,1.961387
16,1,3,3,48.848941,1.961387
00,1,1,1,45.86332228,4.63455372
00,1,1,3,45.86332228,4.63455372
20,2,3,1,43.826842,4.489038
20,2,3,3,43.826842,4.489038
16,2,4,1,43.423962,3.601885
16,2,4,3,43.423962,3.601885
18,1,1,3,43.416037,5.577686
03,1,7,2,43.664682,3.924319
10,2,3,1,-12.880505,45.214105
10,2,3,4,-12.880505,45.214105
15,2,2,4,-17.50620271,-149.47538853
10,1,3,1,43.702924,5.441558
10,1,3,4,43.702924,5.441558
20,1,3,1,16.231554,-61.417866
20,1,3,4,16.231554,-61.417866
14,1,3,1,43.660203,5.494688
14,1,3,4,43.660203,5.494688
16,2,3,1,43.730096,6.792895
16,2,3,3,43.730096,6.792895
04,1,2,3,46.29675,3.425731
19,1,3,1,47.007548,3.09764
19,1,3,4,47.007548,3.09764
15,2,4,2,45.763766,5.185429
15,2,4,4,45.763766,5.185429
19,1,3,3,44.288273,5.104512
09,2,6,1,48.708975,7.800947
09,2,6,3,48.708975,7.800947
05,2,3,1,45.849253,5.050873
05,2,3,3,45.849253,5.050873
18,2,3,1,46.533742,3.745968
18,2,3,2,46.533742,3.745968
17,1,3,1,46.139776,5.170569
17,1,3,2,46.139776,5.170569
17,1,3,3,46.139776,5.170569
17,1,3,4,46.139776,5.170569
20,1,9,1,45.819902,3.248949
20,1,9,3,45.819902,3.248949
14,1,3,3,45.950605,4.423692
15,1,3,1,46.99806,0.052392
15,1,3,3,46.99806,0.052392
15,1,3,4,46.99806,0.052392
22,2,3,2,45.041478,-0.587717
10,1,3,3,48.574531,-2.237059
18,1,4,3,49.2057,2.109678
09,2,3,1,45.073962,4.817392
09,2,3,4,45.073962,4.817392
04,1,1,1,45.68663786,4.84650522
04,1,1,3,45.68663786,4.84650522
15,2,6,1,45.902347,5.345948
15,2,6,3,45.902347,5.345948
14,1,1,4,48.89880161,2.21573659
13,1,3,3,43.768382,1.723276
10,1,1,1,48.89885,2.4694
10,1,1,4,48.89885,2.4694
17,1,1,1,48.98861374,2.20310397
17,1,1,4,48.98861374,2.20310397
18,1,3,1,45.783286,-0.711322
18,1,3,2,45.783286,-0.711322
18,1,3,4,45.783286,-0.711322
16,2,4,1,48.79095,2.42573
16,2,4,4,48.79095,2.42573
19,1,3,3,44.967386,-0.644953
19,1,3,4,44.967386,-0.644953
09,2,2,1,-17.5321133,-149.5558071
09,2,2,4,-17.5321133,-149.5558071
07,2,2,1,-17.53772,-149.5632
07,2,2,4,-17.53772,-149.5632
11,1,3,1,49.045667,-0.949234
11,1,3,4,49.045667,-0.949234
18,2,2,1,-20.87274,55.44848
18,2,2,4,-20.87274,55.44848
14,1,3,3,48.810849,-0.870913
18,2,4,4,45.73853275,4.86053185
10,2,4,1,48.560498,-3.15136
10,2,4,3,48.560498,-3.15136
17,2,6,1,48.77186,-3.038948
17,2,6,4,48.77186,-3.038948
13,2,4,1,45.73429769,4.83540253
13,2,4,4,45.73429769,4.83540253
16,2,7,1,45.72434,4.78074
16,2,7,4,45.72434,4.78074
07,1,3,3,49.531448,0.754151
12,2,4,1,45.77555,4.80266
12,2,4,4,45.77555,4.80266
13,2,3,3,50.305993,2.951417
19,2,3,1,16.02565,-61.57394
19,2,3,4,16.02565,-61.57394
03,2,3,3,50.151588,3.459961
03,2,3,4,50.151588,3.459961
13,2,4,1,41.93443,8.75077
13,2,4,4,41.93443,8.75077
22,2,3,3,50.117383,3.410908
17,1,2,1,48.61433,2.42996
17,1,2,4,48.61433,2.42996
22,2,3,1,49.00589546,2.35561954
22,2,3,4,49.00589546,2.35561954
17,1,1,4,48.715234,2.269018
17,2,4,1,48.98916423,2.21186221
17,2,4,3,48.98916423,2.21186221
17,2,4,4,48.98916423,2.21186221
15,1,2,4,48.74969048,2.20813394
16,2,3,1,48.9736445,2.25305431
16,2,3,4,48.9736445,2.25305431
16,1,1,1,48.66561,2.36327
16,1,1,4,48.66561,2.36327
16,2,3,1,48.97168454,2.30837882
16,2,3,4,48.97168454,2.30837882
02,1,2,4,48.63401,2.53522
19,1,1,1,48.98202531,2.50014325
19,1,1,4,48.98202531,2.50014325
08,2,3,1,48.7005,2.29629
08,2,3,4,48.7005,2.29629
10,2,3,1,48.7124,2.40225
10,2,3,4,48.7124,2.40225
08,1,1,1,48.90751824,2.35850551
08,1,1,4,48.90751824,2.35850551
17,2,4,1,48.60509,2.46987
17,2,4,4,48.60509,2.46987
10,2,4,4,45.84666,1.24978
18,2,4,1,46.572732,0.362387
18,2,4,4,46.572732,0.362387
17,2,4,1,43.93693,4.87136
17,2,4,4,43.93693,4.87136
07,1,1,1,48.91845143,2.42885396
07,1,1,4,48.91845143,2.42885396
10,2,3,1,43.95821429,4.75889361
10,2,3,3,43.95821429,4.75889361
23,1,1,1,48.97595969,2.24215631
23,1,1,4,48.97595969,2.24215631
14,2,4,1,44.0388,1.10872
14,2,4,4,44.0388,1.10872
19,1,1,1,48.83648222,2.54751096
19,1,1,4,48.83648222,2.54751096
10,2,4,1,49.88665,2.31682
10,2,4,4,49.88665,2.31682
04,1,2,1,48.787559,2.61757
04,1,2,3,48.787559,2.61757
08,2,4,1,47.23460496,-1.56343636
08,2,4,4,47.23460496,-1.56343636
11,2,3,2,48.486205,2.755065
10,2,4,1,47.917636,1.925722
10,2,4,4,47.917636,1.925722
18,2,3,1,48.58924,2.59912
18,2,3,3,48.58924,2.59912
15,2,4,1,48.868831,2.792513
15,2,4,4,48.868831,2.792513
19,2,3,1,49.076609,-0.659317
19,2,3,3,49.076609,-0.659317
04,2,4,4,48.40051,2.70756
16,2,3,1,49.302125,-1.23799
16,2,3,4,49.302125,-1.23799
00,2,3,1,49.5184,0.26399
00,2,3,2,49.5184,0.26399
00,2,3,3,49.5184,0.26399
18,1,4,1,45.89779,6.11464
18,1,4,4,45.89779,6.11464
17,2,3,1,-22.26031,166.4447
17,2,3,3,-22.26031,166.4447
17,2,3,4,-22.26031,166.4447
00,2,4,4,48.01283,0.17664
12,2,4,1,-17.53381,-149.55306
12,2,4,4,-17.53381,-149.55306
16,2,4,1,47.97409,0.17337
16,2,4,4,47.97409,0.17337
08,2,4,1,47.99847,0.1883
08,2,4,4,47.99847,0.1883
06,2,4,1,-12.784,45.229
06,2,4,4,-12.784,45.229
04,1,2,4,-21.31292,55.43782
01,2,4,1,48.005351,0.193372
01,2,4,4,48.005351,0.193372
17,1,2,1,-21.31967,55.48943
17,1,2,4,-21.31967,55.48943
16,2,3,1,47.978876,0.205052
16,2,3,4,47.978876,0.205052
14,1,7,4,45.67794,4.84704
17,1,3,1,-21.28437,55.46688
17,1,3,3,-21.28437,55.46688
10,1,4,1,45.72749,4.96394
10,1,4,4,45.72749,4.96394
16,1,2,1,-20.89596,55.37532
16,1,2,4,-20.89596,55.37532
08,2,4,1,42.6834,2.90452
08,2,4,4,42.6834,2.90452
13,1,2,1,14.6152,-61.04515
13,1,2,4,14.6152,-61.04515
09,1,3,1,43.43281,-1.57636
09,1,3,4,43.43281,-1.57636
15,2,4,1,43.48155,-1.50947
15,2,4,4,43.48155,-1.50947
12,2,3,1,16.24094,-61.53518
12,2,3,4,16.24094,-61.53518
10,2,4,4,43.50221,-1.47832
16,1,2,1,16.21527,-61.42912
16,1,2,4,16.21527,-61.42912
08,2,4,1,43.48288,-1.52069
08,2,4,4,43.48288,-1.52069
19,2,6,1,41.92,8.74
19,2,6,4,41.92,8.74
16,1,3,1,45.90072899,3.08800191
16,1,3,4,45.90072899,3.08800191
15,2,4,1,45.78166,3.07919
15,2,4,4,45.78166,3.07919
09,2,4,1,43.94863,4.8062
09,2,4,4,43.94863,4.8062
17,2,4,1,50.92535385,1.88259709
17,2,4,3,50.92535385,1.88259709
14,2,4,4,43.11000137,6.1705184
07,2,4,1,50.29567,2.75401
07,2,4,3,50.29567,2.75401
20,2,4,1,50.17327,3.24374
20,2,4,3,50.17327,3.24374
14,2,4,1,49.90148,2.33196
14,2,4,4,49.90148,2.33196
11,2,4,1,46.99357,3.16396
11,2,4,4,46.99357,3.16396
10,2,4,1,48.760013,1.943723
10,2,4,4,48.760013,1.943723
16,2,4,1,49.11452,6.22362
16,2,4,4,49.11452,6.22362
17,2,4,1,47.76258,-3.39167
17,2,4,4,47.76258,-3.39167
14,2,4,1,47.77612,-3.35648
14,2,4,3,47.77612,-3.35648
12,2,4,1,48.67921886,6.17392749
12,2,4,4,48.67921886,6.17392749
16,1,3,3,48.84826,2.60461
16,1,3,4,48.84826,2.60461
23,2,4,1,48.69171,6.19281
23,2,4,4,48.69171,6.19281
07,1,3,4,49.47252,5.80278
15,2,3,1,49.25538,5.94782
15,2,3,4,49.25538,5.94782
16,1,2,1,48.95886,2.82574
16,1,2,4,48.95886,2.82574
16,2,4,1,48.63895,4.94378
16,2,4,2,48.63895,4.94378
16,2,4,1,45.56401,5.92588
16,2,4,4,45.56401,5.92588
16,2,3,1,49.65192,-1.55527
16,2,3,4,49.65192,-1.55527
16,2,4,1,48.00331,0.19669
16,2,4,4,48.00331,0.19669
16,2,3,1,49.65403,-1.64937
16,2,3,4,49.65403,-1.64937
20,2,4,1,48.01088,0.18363
20,2,4,4,48.01088,0.18363
17,2,4,1,49.62792,-1.65619
17,2,4,4,49.62792,-1.65619
17,2,4,1,47.46946,-0.55609
17,2,4,4,47.46946,-0.55609
20,2,4,1,47.9778,0.20265
20,2,4,4,47.9778,0.20265
08,2,4,1,47.48869,-0.54534
08,2,4,4,47.48869,-0.54534
08,2,4,4,46.67193,4.38433
11,2,4,1,44.1777,0.63952
11,2,4,4,44.1777,0.63952
09,2,4,1,46.78642164,4.85094935
09,2,4,4,46.78642164,4.85094935
17,2,4,1,47.90846,1.93854
17,2,4,4,47.90846,1.93854
11,2,4,4,45.76326,5.0074
11,2,4,1,48.00122716,2.73432434
11,2,4,3,48.00122716,2.73432434
16,2,7,3,45.39528,4.26313
16,2,7,4,45.39528,4.26313
06,2,4,1,45.9892,4.72277
06,2,4,4,45.9892,4.72277
08,2,4,1,47.5814,1.37376
08,2,4,4,47.5814,1.37376
07,2,3,1,46.00793924,4.72701745
07,2,3,4,46.00793924,4.72701745
16,2,7,1,45.15138,5.70658
16,2,7,4,45.15138,5.70658
15,2,4,1,42.67909,2.90442
15,2,4,4,42.67909,2.90442
07,2,4,1,47.38283,0.65458
07,2,4,4,47.38283,0.65458
19,2,4,1,46.80123025,1.71479121
19,2,4,3,46.80123025,1.71479121
16,2,3,1,43.45295,-1.55459
16,2,3,4,43.45295,-1.55459
14,2,4,4,45.77486,3.09491
21,2,4,1,48.11024296,-1.68459324
21,2,4,3,48.11024296,-1.68459324
11,2,3,1,50.42739304,2.81075102
11,2,3,4,50.42739304,2.81075102
15,2,4,1,48.12886648,-1.68384168
15,2,4,4,48.12886648,-1.68384168
11,2,4,4,50.91213,1.87719
23,2,4,4,49.43484,2.102
19,2,4,1,43.60079,3.89753
19,2,4,3,43.60079,3.89753
00,2,4,4,44.82218,-0.54177
13,2,7,1,50.64632,3.00925
13,2,7,4,50.64632,3.00925
10,1,7,3,50.6273,3.18529
23,2,4,1,44.86703,-0.51293
23,2,4,4,44.86703,-0.51293
13,2,4,2,49.115089,6.191843
15,2,4,1,44.87419,-0.57208
15,2,4,4,44.87419,-0.57208
11,2,4,1,44.84781,-0.576341
11,2,4,4,44.84781,-0.576341
08,1,2,1,47.6691,-2.76614
08,1,2,4,47.6691,-2.76614
16,2,7,1,43.56016,1.40427
16,2,7,3,43.56016,1.40427
09,2,4,1,47.68412,-2.76699
09,2,4,4,47.68412,-2.76699
14,2,4,1,48.377306,-4.543633
14,2,4,4,48.377306,-4.543633
08,2,4,1,47.74724,-3.37657
08,2,4,4,47.74724,-3.37657
03,1,2,1,44.55353673,4.71066713
03,1,2,2,44.55353673,4.71066713
01,2,4,3,48.70715262,6.2159282
17,2,4,1,46.91082,6.35211
17,2,4,4,46.91082,6.35211
16,2,3,1,47.24413,5.98281
16,2,3,4,47.24413,5.98281
12,2,4,1,49.24764,4.05121
12,2,4,4,49.24764,4.05121
10,2,4,1,47.32025,5.06549
10,2,4,2,47.32025,5.06549
08,2,2,1,49.59926,-1.59745
08,2,2,4,49.59926,-1.59745
16,2,3,1,47.21862,2.06175
16,2,3,4,47.21862,2.06175
14,2,4,1,43.3245,5.39412
14,2,4,4,43.3245,5.39412
12,2,4,1,43.27508,5.41594
12,2,4,4,43.27508,5.41594
18,2,3,1,49.65725,-1.69499
18,2,3,4,49.65725,-1.69499
09,2,4,1,43.33923593,5.38120947
09,2,4,4,43.33923593,5.38120947
14,2,4,1,47.47444,-0.51958
14,2,4,3,47.47444,-0.51958
05,2,4,4,43.28648616,5.4161893
08,2,4,1,43.67517,4.63101
08,2,4,3,43.67517,4.63101
10,2,4,1,47.48105,-0.53373
10,2,4,4,47.48105,-0.53373
23,2,4,4,48.2967,4.1286
16,2,4,1,48.29664,4.08553
16,2,4,4,48.29664,4.08553
09,2,4,1,43.54951,6.98111
09,2,4,4,43.54951,6.98111
22,1,2,1,47.20094,-1.61949
22,1,2,4,47.20094,-1.61949
03,2,4,1,48.88566,2.397454
03,2,4,4,48.88566,2.397454
20,2,4,1,47.21608,-1.55661
20,2,4,4,47.21608,-1.55661
20,2,4,1,48.8376351,2.354382
20,2,4,4,48.8376351,2.354382
05,2,4,3,48.865511,2.398008
05,2,4,4,48.865511,2.398008
22,2,3,3,46.0298,4.04483
20,2,4,4,48.882604,2.322052
20,2,4,1,43.60708,3.8557
20,2,4,4,43.60708,3.8557
02,2,4,4,48.883348,2.325809
16,2,4,1,48.857585,2.276453
16,2,4,4,48.857585,2.276453
19,2,4,1,43.61911,3.88654
19,2,4,4,43.61911,3.88654
10,2,4,1,48.86250637,2.28680581
10,2,4,4,48.86250637,2.28680581
21,2,4,4,44.8372,-0.64663
18,2,4,4,48.822614,2.314967
09,2,4,1,48.821212,2.334297
09,2,4,4,48.821212,2.334297
15,2,4,1,44.86358,-0.58193
15,2,4,3,44.86358,-0.58193
17,1,3,4,43.09415676,0.68473041
09,2,3,4,47.99492618,-4.07245959
22,2,4,1,47.88851,-3.91863
22,2,4,4,47.88851,-3.91863
23,1,4,1,47.22617,6.04225
23,1,4,4,47.22617,6.04225
18,2,4,1,45.15346,1.50883
18,2,4,4,45.15346,1.50883
07,2,4,1,45.62776,-1.01538
07,2,4,4,45.62776,-1.01538
04,2,3,1,45.659,-1.127
04,2,3,4,45.659,-1.127
01,1,4,1,49.21741,-0.31225
01,1,4,2,49.21741,-0.31225
22,2,4,2,43.29224,5.37731
22,2,4,3,43.29224,5.37731
