heure,zone,catr,grav,lat,long
13,2,4,4,45.7412,4.86418
08,1,4,1,49.33525,0.795146
08,1,4,3,49.33525,0.795146
18,2,4,1,47.411943,0.60987
18,2,4,3,47.411943,0.60987
08,2,3,1,48.89138,2.40253
08,2,3,4,48.89138,2.40253
23,2,3,1,48.719768,2.452934
23,2,3,4,48.719768,2.452934
23,2,4,1,45.75725,4.83673
23,2,4,4,45.75725,4.83673
07,2,3,1,48.401425,6.831844
07,2,3,3,48.401425,6.831844
15,1,3,1,16.28056,-61.51119
15,1,3,4,16.28056,-61.51119
08,2,4,1,48.88315,2.50278
08,2,4,4,48.88315,2.50278
19,2,3,1,48.19124,3.31017
19,2,3,4,48.19124,3.31017
23,1,1,4,47.66088954,0.43014115
03,1,1,4,48.228225,4.181274
21,2,4,1,48.88565,2.42916
21,2,4,2,48.88565,2.42916
17,2,2,4,41.92973,8.75971
18,1,3,3,43.60575284,7.0460996
18,2,4,1,48.21765,3.2933
18,2,4,4,48.21765,3.2933
16,2,4,1,49.02502565,2.458781
16,2,4,4,49.02502565,2.458781
19,2,3,1,48.94939,2.33213
19,2,3,4,48.94939,2.33213
10,2,2,1,45.82195,1.26478
10,2,2,4,45.82195,1.26478
21,2,3,1,48.92815,2.39666
21,2,3,4,48.92815,2.39666
07,2,3,1,48.91811,2.40772
07,2,3,4,48.91811,2.40772
20,2,4,1,45.84730402,1.26508713
20,2,4,4,45.84730402,1.26508713
20,2,4,1,48.945024,2.449993
20,2,4,4,48.945024,2.449993
16,2,4,1,48.96866869,2.23371819
16,2,4,4,48.96866869,2.23371819
00,1,1,1,47.710599,7.108583
00,1,1,4,47.710599,7.108583
23,2,3,3,48.99964791,2.23982134
21,2,2,1,45.825,1.26731
21,2,2,4,45.825,1.26731
11,2,4,1,48.8821766,2.17978227
11,2,4,4,48.8821766,2.17978227
21,1,2,1,-17.81,-149.243
21,1,2,3,-17.81,-149.243
13,2,3,1,48.679022,2.19069
13,2,3,4,48.679022,2.19069
10,2,3,1,48.80929646,2.30097574
10,2,3,4,48.80929646,2.30097574
17,1,1,1,45.81546722,1.29633278
17,1,1,2,45.81546722,1.29633278
17,1,1,4,45.81546722,1.29633278
15,2,3,1,-17.592,-149.391
15,2,3,4,-17.592,-149.391
18,1,3,4,44.02699,4.96791
11,2,3,1,48.82368303,2.26231617
11,2,3,4,48.82368303,2.26231617
05,2,3,4,43.12288879,5.9709512
16,2,6,1,43.12775471,5.85183021
16,2,6,4,43.12775471,5.85183021
19,2,2,1,16.31132,-61.486729
19,2,2,3,16.31132,-61.486729
10,2,4,1,48.9048,2.24923
10,2,4,4,48.9048,2.24923
09,2,4,1,43.11445,5.9807
09,2,4,3,43.11445,5.9807
15,2,3,3,43.452529,5.564715
15,2,3,1,43.10903953,5.8540805
15,2,3,4,43.10903953,5.8540805
21,2,3,1,48.90181117,2.30726892
21,2,3,4,48.90181117,2.30726892
11,2,3,4,48.53834,2.54829
13,2,4,1,43.1222,6.1506
13,2,4,3,43.1222,6.1506
00,2,4,3,49.278053,1.009064
07,2,3,1,48.83970985,2.24031758
07,2,3,4,48.83970985,2.24031758
10,2,6,1,43.874943,5.402651
10,2,6,3,43.874943,5.402651
18,1,4,1,43.95592,2.15712
18,1,4,4,43.95592,2.15712
14,1,2,3,14.633531,-61.12632
14,1,2,4,14.633531,-61.12632
05,1,3,3,43.325669,5.9961
19,2,4,1,49.49901,0.14327
19,2,4,4,49.49901,0.14327
23,2,3,1,46.32468,-0.46807
23,2,3,4,46.32468,-0.46807
13,2,4,4,49.50362,0.07932
07,2,4,1,48.901823,7.980932
07,2,4,3,48.901823,7.980932
02,2,4,4,49.50123,0.1134
21,2,3,1,48.826192,1.34324
21,2,3,3,48.826192,1.34324
21,2,3,4,48.826192,1.34324
13,2,3,1,48.6576294,2.55797982
13,2,3,3,48.6576294,2.55797982
07,2,3,1,48.610642,6.102063
07,2,3,3,48.610642,6.102063
20,2,3,4,47.98555,0.22442
17,1,4,2,44.150458,4.723037
20,1,2,4,48.94911163,2.75506689
09,1,3,4,50.20919946,2.8597033
11,2,3,1,45.563935,5.430149
11,2,3,3,45.563935,5.430149
13,2,4,1,48.01887,0.17411
13,2,4,4,48.01887,0.17411
15,2,7,1,49.41072842,1.07872653
15,2,7,4,49.41072842,1.07872653
17,2,3,1,45.927155,4.690068
17,2,3,4,45.927155,4.690068
08,2,4,1,45.98379,4.70608
08,2,4,4,45.98379,4.70608
18,2,4,1,49.50019,0.20545
18,2,4,4,49.50019,0.20545
02,1,3,1,48.522062,3.182387
02,1,3,3,48.522062,3.182387
15,2,4,1,45.70308,4.93144
15,2,4,4,45.70308,4.93144
12,2,3,1,46.767406,-1.500422
12,2,3,4,46.767406,-1.500422
10,2,7,1,45.70085,4.85636
10,2,7,4,45.70085,4.85636
10,1,3,1,49.677085,0.514534
10,1,3,3,49.677085,0.514534
07,1,1,1,43.402542,5.355885
07,1,1,4,43.402542,5.355885
20,2,4,1,48.59392,7.70146
20,2,4,4,48.59392,7.70146
03,1,1,4,43.49195399,5.24009441
15,2,1,4,45.5850583,4.74998542
11,2,4,4,43.32453,-0.34422
10,1,3,1,44.108215,1.25213
10,1,3,4,44.108215,1.25213
16,2,4,1,48.60669,7.76184
16,2,4,4,48.60669,7.76184
21,1,1,1,43.33192,5.35435
21,1,1,4,43.33192,5.35435
09,2,3,1,46.63298016,5.25071409
09,2,3,4,46.63298016,5.25071409
14,2,4,1,43.50256,-1.45396
14,2,4,4,43.50256,-1.45396
10,2,4,1,48.5871,7.7463
10,2,4,4,48.5871,7.7463
17,1,3,1,43.923245,3.306102
17,1,3,3,43.923245,3.306102
00,2,3,4,50.33362,3.23162
11,1,1,4,50.30173,3.37188
12,1,2,4,48.63347,2.22235
20,2,3,3,47.80271,-3.25972
11,1,1,4,48.90833643,2.47350192
13,2,3,1,48.311907,-3.049551
13,2,3,4,48.311907,-3.049551
01,1,1,4,49.0258956,2.53673418
17,1,3,3,48.064781,-2.642835
21,1,1,1,48.96354803,2.26454987
21,1,1,4,48.96354803,2.26454987
16,1,2,1,47.77657,-3.36223
16,1,2,4,47.77657,-3.36223
19,2,4,1,48.60352,7.7765
19,2,4,4,48.60352,7.7765
16,2,4,4,47.75122,-3.33025
18,1,1,1,48.91899344,2.357294
18,1,1,4,48.91899344,2.357294
07,1,2,1,47.540654,6.134652
07,1,2,3,47.540654,6.134652
07,1,2,4,47.540654,6.134652
17,2,4,1,48.57104,7.77525
17,2,4,4,48.57104,7.77525
16,2,3,1,48.0983,5.14498
16,2,3,4,48.0983,5.14498
01,1,1,4,48.7658023,2.37939522
16,2,3,3,48.095655,5.145536
13,1,3,1,43.56209982,6.51142942
13,1,3,3,43.56209982,6.51142942
13,1,3,4,43.56209982,6.51142942
17,2,4,1,43.30954,-0.429
17,2,4,4,43.30954,-0.429
22,2,3,1,45.502827,5.72984
22,2,3,4,45.502827,5.72984
09,2,4,1,49.240221,4.009879
09,2,4,4,49.240221,4.009879
09,2,3,1,46.633327,1.427756
09,2,3,4,46.633327,1.427756
09,2,4,1,49.25849,4.03075
09,2,4,4,49.25849,4.03075
08,2,4,1,-21.35906,55.5233
08,2,4,4,-21.35906,55.5233
17,1,3,3,45.341996,0.194106
12,2,3,1,49.42547,2.82778
12,2,3,4,49.42547,2.82778
08,2,4,1,49.24081,4.053
08,2,4,4,49.24081,4.053
19,1,3,3,45.207968,4.672801
09,1,3,1,42.514183,2.830267
09,1,3,4,42.514183,2.830267
17,2,4,1,49.4072,2.80327
17,2,4,4,49.4072,2.80327
18,1,2,1,-20.89431,55.47168
18,1,2,4,-20.89431,55.47168
13,2,4,1,48.079738,0.303245
13,2,4,4,48.079738,0.303245
10,1,2,1,49.0983379,-1.0836499
10,1,2,4,49.0983379,-1.0836499
20,1,3,3,44.348439,4.364869
20,1,3,4,44.348439,4.364869
18,1,3,3,49.204308,2.382112
07,2,4,1,46.97371,3.12634
07,2,4,4,46.97371,3.12634
14,2,4,1,-20.88603,55.4778
14,2,4,4,-20.88603,55.4778
16,1,3,1,48.83755,-1.54635
16,1,3,4,48.83755,-1.54635
08,2,4,3,-20.96374,55.65634
21,2,3,1,44.541265,4.351519
21,2,3,4,44.541265,4.351519
11,2,6,1,48.9178,6.06366
11,2,6,3,48.9178,6.06366
07,2,3,4,49.63478,-1.62709
12,1,3,3,43.68017089,-0.37676656
07,1,3,1,47.994781,1.714455
07,1,3,4,47.994781,1.714455
16,2,4,1,48.96017,4.36038
16,2,4,4,48.96017,4.36038
15,1,3,3,46.933341,1.790771
13,1,3,2,46.82933,-0.76055
07,2,3,1,4.93670035,-52.29703546
07,2,3,4,4.93670035,-52.29703546
21,2,4,1,47.20287926,-1.51365534
21,2,4,4,47.20287926,-1.51365534
17,2,4,1,46.04032,4.07861
17,2,4,4,46.04032,4.07861
15,2,9,1,14.63027,-61.04317
15,2,9,4,14.63027,-61.04317
20,2,4,1,49.081008,0.590048
20,2,4,3,49.081008,0.590048
16,1,3,3,47.550999,4.690969
16,1,3,4,47.550999,4.690969
02,1,3,4,46.88543122,0.7418352
19,2,4,1,47.58345,1.37244
19,2,4,4,47.58345,1.37244
07,1,3,1,47.761793,4.800532
07,1,3,4,47.761793,4.800532
18,2,7,1,45.71157,4.81989
18,2,7,4,45.71157,4.81989
18,1,4,3,46.354569,-1.470666
22,1,1,1,46.912458,2.419996
22,1,1,3,46.912458,2.419996
19,2,4,1,47.08546,5.491
19,2,4,4,47.08546,5.491
09,2,3,1,48.97296777,2.27668896
09,2,3,4,48.97296777,2.27668896
18,2,4,1,46.403883,-1.407613
18,2,4,3,46.403883,-1.407613
15,1,1,1,43.342861,3.288903
15,1,1,3,43.342861,3.288903
08,2,4,1,48.662441,2.328503
08,2,4,4,48.662441,2.328503
08,2,3,1,47.34542634,0.63996166
08,2,3,4,47.34542634,0.63996166
17,2,4,1,45.17219,5.7226
17,2,4,4,45.17219,5.7226
21,1,3,3,47.130593,0.825664
21,1,3,4,47.130593,0.825664
11,1,2,1,-17.756,-148.736
11,1,2,3,-17.756,-148.736
17,2,3,1,48.70471,2.31607
17,2,3,4,48.70471,2.31607
18,1,3,2,44.192005,4.238942
07,2,4,4,47.35457,0.69545
00,1,3,2,16.266101,-61.337416
11,2,4,1,48.70986,2.4645
11,2,4,3,48.70986,2.4645
16,1,2,1,48.35170985,-1.23407632
16,1,2,4,48.35170985,-1.23407632
20,2,3,3,43.564472,1.318456
20,2,3,4,43.564472,1.318456
18,2,3,1,48.708301,2.398164
18,2,3,4,48.708301,2.398164
08,2,4,1,46.80576145,1.67498991
08,2,4,4,46.80576145,1.67498991
06,1,2,4,48.957813,2.801803
16,2,4,1,43.63658,3.8128
16,2,4,3,43.63658,3.8128
15,1,1,1,48.424986,2.932953
15,1,1,4,48.424986,2.932953
14,1,3,4,43.43803,3.71
19,2,3,1,48.79901,1.909471
19,2,3,3,48.79901,1.909471
08,2,3,1,48.70998,2.38505
08,2,3,4,48.70998,2.38505
06,2,7,1,43.59352,3.82055
06,2,7,4,43.59352,3.82055
15,2,4,1,43.41118,3.67943
15,2,4,4,43.41118,3.67943
05,2,2,1,-17.584,-149.56
05,2,2,3,-17.584,-149.56
17,1,7,3,43.720608,3.988118
09,2,4,1,45.83586,1.25283
09,2,4,4,45.83586,1.25283
18,2,4,1,44.80476,-0.61047
18,2,4,4,44.80476,-0.61047
22,2,2,1,-12.688773,45.076422
22,2,2,4,-12.688773,45.076422
08,1,3,1,43.34624,3.16619
08,1,3,3,43.34624,3.16619
17,2,4,1,43.14608,6.238893
17,2,4,3,43.14608,6.238893
08,2,3,1,45.80923,1.25644
08,2,3,4,45.80923,1.25644
21,1,1,1,43.6468266,1.45968048
21,1,1,3,43.6468266,1.45968048
17,2,4,1,44.86153,-0.69693
17,2,4,4,44.86153,-0.69693
20,1,1,1,44.06684102,4.76553348
20,1,1,3,44.06684102,4.76553348
02,2,3,3,43.4168,6.83435
02,2,3,4,43.4168,6.83435
09,1,3,1,43.774036,6.855396
09,1,3,3,43.774036,6.855396
09,1,3,4,43.774036,6.855396
12,2,4,1,44.82758018,-0.5579035
12,2,4,4,44.82758018,-0.5579035
07,1,3,1,-21.043616,55.240379
07,1,3,3,-21.043616,55.240379
07,1,3,1,48.55255,2.64328
07,1,3,3,48.55255,2.64328
07,2,4,1,43.6558,1.37282
07,2,4,3,43.6558,1.37282
12,2,4,4,43.910213,5.907085
23,2,3,1,48.483426,2.470926
23,2,3,3,48.483426,2.470926
08,2,4,1,44.87863,-0.62502
08,2,4,4,44.87863,-0.62502
19,2,4,1,48.390789,-4.509312
19,2,4,4,48.390789,-4.509312
20,1,3,1,43.779677,5.051823
20,1,3,3,43.779677,5.051823
14,1,3,1,48.56071,2.59584
14,1,3,3,48.56071,2.59584
09,1,3,2,42.81226682,2.93377876
09,1,3,4,42.81226682,2.93377876
07,2,4,1,44.86036,-0.6959
07,2,4,3,44.86036,-0.6959
14,1,3,3,43.253846,5.631888
09,2,4,1,48.40306,-4.50633
09,2,4,3,48.40306,-4.50633
12,2,4,1,44.013061,4.876436
12,2,4,3,44.013061,4.876436
18,2,7,1,49.44032323,1.12771694
18,2,7,4,49.44032323,1.12771694
13,2,7,3,43.66388,1.43961
13,2,7,4,43.66388,1.43961
15,2,4,4,49.46153,0.18528
06,1,3,1,44.386285,6.631177
06,1,3,4,44.386285,6.631177
11,2,4,3,49.02841,1.18356
19,2,3,1,46.7958,4.83769
19,2,3,4,46.7958,4.83769
07,2,4,1,49.01917,1.14869
07,2,4,4,49.01917,1.14869
15,2,3,4,43.342115,5.603399
18,1,4,4,46.89899,6.32235
17,2,4,1,46.78502,4.86164
17,2,4,4,46.78502,4.86164
17,2,3,1,45.15735595,1.52965966
17,2,3,4,45.15735595,1.52965966
20,2,4,1,47.261629,6.037809
20,2,4,3,47.261629,6.037809
16,2,4,1,46.78442,4.85307
16,2,4,4,46.78442,4.85307
16,1,3,1,48.44938728,-4.08709579
16,1,3,3,48.44938728,-4.08709579
16,1,3,4,48.44938728,-4.08709579
18,2,3,4,49.20974,-0.370842
19,2,4,1,45.76379168,4.8739314
19,2,4,4,45.76379168,4.8739314
17,2,4,1,45.65439,-1.02286
17,2,4,4,45.65439,-1.02286
18,1,3,4,47.93134142,7.01177114
18,2,4,1,43.21989,2.33591
18,2,4,4,43.21989,2.33591
11,2,4,1,45.70325,4.9025
11,2,4,4,45.70325,4.9025
17,2,3,1,47.771291,7.381375
17,2,3,4,47.771291,7.381375
20,2,4,1,43.33596,5.3982
20,2,4,4,43.33596,5.3982
15,1,3,4,43.22573,2.36864
15,2,4,4,45.72438,4.88729
16,2,4,1,43.24583,5.41665
16,2,4,2,43.24583,5.41665
16,2,4,3,43.24583,5.41665
07,2,3,1,46.473435,3.955223
07,2,3,3,46.473435,3.955223
16,2,4,2,45.66345162,4.84926686
02,2,4,1,48.881911,2.282727
02,2,4,4,48.881911,2.282727
11,2,4,1,43.21436,2.37274
11,2,4,4,43.21436,2.37274
10,1,3,1,45.302799,5.635391
10,1,3,4,45.302799,5.635391
21,2,9,1,47.74348,7.31344
21,2,9,3,47.74348,7.31344
16,2,4,1,42.963015,1.608304
16,2,4,3,42.963015,1.608304
23,2,4,1,48.846484,2.414571
23,2,4,4,48.846484,2.414571
17,1,3,3,43.669203,-1.200653
12,2,7,1,48.56936,7.71051
12,2,7,4,48.56936,7.71051
19,2,4,1,43.63764,6.92367
19,2,4,4,43.63764,6.92367
19,2,4,1,48.85464,2.254711
19,2,4,4,48.85464,2.254711
17,2,4,1,48.835363,2.258692
17,2,4,3,48.835363,2.258692
11,2,4,1,43.29853,-0.3768
11,2,4,4,43.29853,-0.3768
16,1,3,1,45.151886,-0.635823
16,1,3,3,45.151886,-0.635823
18,2,4,1,48.858702,2.409907
18,2,4,4,48.858702,2.409907
10,2,4,4,43.33289,-0.39083
16,2,4,1,48.884658,2.286128
16,2,4,4,48.884658,2.286128
19,2,4,1,43.33204,-0.37946
19,2,4,4,43.33204,-0.37946
12,2,4,1,48.886639,2.384839
12,2,4,3,48.886639,2.384839
16,2,4,1,48.868021,2.387066
16,2,4,4,48.868021,2.387066
11,2,3,1,46.60248,-1.82804
11,2,3,3,46.60248,-1.82804
13,2,4,4,43.31910703,-0.36446431
08,1,1,4,44.883745,-0.556777
08,2,4,1,45.76496,3.13589
08,2,4,4,45.76496,3.13589
21,2,4,1,48.86653,2.399893
21,2,4,4,48.86653,2.399893
10,2,4,1,48.856725,2.396014
10,2,4,4,48.856725,2.396014
11,2,4,1,48.883832,2.374266
11,2,4,4,48.883832,2.374266
08,1,1,1,50.61607,3.08282
08,1,1,4,50.61607,3.08282
17,2,4,1,48.89709,2.39215
17,2,4,4,48.89709,2.39215
11,2,3,1,48.741891,-0.557926
11,2,3,3,48.741891,-0.557926
23,2,4,1,48.883229,2.325334
23,2,4,4,48.883229,2.325334
18,2,4,1,47.74682,-3.36596
18,2,4,4,47.74682,-3.36596
07,2,4,1,48.872097,2.377038
07,2,4,4,48.872097,2.377038
20,2,4,1,48.71097,6.1694
20,2,4,4,48.71097,6.1694
18,2,4,1,48.865059,2.234473
18,2,4,4,48.865059,2.234473
12,2,4,1,48.845202,2.264181
12,2,4,4,48.845202,2.264181
15,2,4,1,48.657236,6.1782
15,2,4,4,48.657236,6.1782
10,2,4,1,48.828794,2.32773
10,2,4,4,48.828794,2.32773
20,2,4,1,48.855767,2.391401
20,2,4,4,48.855767,2.391401
16,1,1,1,50.45547,3.31634
16,1,1,4,50.45547,3.31634
07,2,4,1,49.24793,4.00724
07,2,4,4,49.24793,4.00724
09,2,4,4,48.866795,2.349411
18,2,4,4,48.817572,2.35981
15,1,1,1,48.7071527,2.30607748
15,1,1,4,48.7071527,2.30607748
04,2,4,1,49.282041,4.02728
04,2,4,4,49.282041,4.02728
13,2,4,1,48.870327,2.364567
13,2,4,4,48.870327,2.364567
11,1,2,1,48.61804,2.45735
11,1,2,4,48.61804,2.45735
07,2,4,1,49.25313,4.05395
07,2,4,3,49.25313,4.05395
13,2,4,1,48.865758,2.320548
13,2,4,4,48.865758,2.320548
16,2,2,2,48.73559,2.44686
16,2,2,4,48.73559,2.44686
16,2,4,1,47.47167,-0.53845
16,2,4,4,47.47167,-0.53845
10,1,1,1,48.83459228,2.17162733
10,1,1,4,48.83459228,2.17162733
09,2,4,1,48.864212,2.320206
09,2,4,4,48.864212,2.320206
11,2,3,1,48.73886827,2.46962169
11,2,3,4,48.73886827,2.46962169
10,1,1,1,48.900892,2.0050097
10,1,1,4,48.900892,2.0050097
17,2,4,1,45.18248,5.72828
17,2,4,3,45.18248,5.72828
05,1,1,4,49.01607139,2.14427239
15,1,1,1,48.75594,2.38367
15,1,1,4,48.75594,2.38367
19,2,4,1,45.58826,5.2921
19,2,4,3,45.58826,5.2921
19,2,4,4,45.58826,5.2921
20,2,3,1,48.8279,2.55282
20,2,3,4,48.8279,2.55282
12,1,1,1,48.92583836,2.39888728
12,1,1,4,48.92583836,2.39888728
15,2,4,1,47.36382,0.68615
15,2,4,4,47.36382,0.68615
01,2,3,1,48.9032,2.33097
01,2,3,4,48.9032,2.33097
05,1,4,1,48.6475,-1.96291
05,1,4,3,48.6475,-1.96291
05,1,4,4,48.6475,-1.96291
16,2,4,1,48.865746,2.357423
16,2,4,4,48.865746,2.357423
10,1,1,4,48.87437332,2.43812795
18,2,3,1,48.90019,2.41015
18,2,3,3,48.90019,2.41015
14,1,2,1,49.04775666,2.46302566
14,1,2,4,49.04775666,2.46302566
22,2,4,4,48.81169702,2.19287798
08,2,4,1,48.10573,-1.69331
08,2,4,4,48.10573,-1.69331
17,1,1,1,48.80103887,2.4472408
17,1,1,4,48.80103887,2.4472408
20,2,3,1,48.85034362,2.2377668
20,2,3,4,48.85034362,2.2377668
07,2,2,4,48.7539,2.3483
18,2,3,1,48.91621421,2.30462095
18,2,3,4,48.91621421,2.30462095
06,1,1,1,48.830033,2.61618
06,1,1,4,48.830033,2.61618
13,2,4,1,44.836346,-0.6229
13,2,4,3,44.836346,-0.6229
18,2,3,1,48.76851152,2.46496671
18,2,3,4,48.76851152,2.46496671
09,2,3,1,48.91443905,2.30043626
09,2,3,4,48.91443905,2.30043626
22,1,1,4,48.832442,2.656272
07,2,4,1,44.8412,-0.6521
07,2,4,3,44.8412,-0.6521
08,2,4,1,48.822362,2.410735
08,2,4,4,48.822362,2.410735
07,2,3,1,48.90699,2.29162
07,2,3,4,48.90699,2.29162
09,1,2,1,48.75361271,2.36115754
09,1,2,4,48.75361271,2.36115754
19,2,3,1,48.81893,2.50349
19,2,3,4,48.81893,2.50349
03,1,1,1,43.78613731,-1.20931033
03,1,1,2,43.78613731,-1.20931033
21,2,4,1,43.6231265,1.45430781
21,2,4,4,43.6231265,1.45430781
16,1,2,3,49.33863,-0.937014
13,2,4,1,48.72014,2.52979
13,2,4,4,48.72014,2.52979
00,2,3,4,47.97952351,-4.12191647
09,2,3,3,47.873375,-1.389701
09,2,3,4,47.873375,-1.389701
10,2,7,1,49.41205,1.07338
10,2,7,4,49.41205,1.07338
07,1,3,1,45.428437,4.771341
07,1,3,4,45.428437,4.771341
19,2,4,1,48.403411,-4.506693
19,2,4,4,48.403411,-4.506693
08,2,3,1,48.908934,2.332761
08,2,3,4,48.908934,2.332761
12,2,3,3,46.768688,0.365784
09,2,3,1,48.87977159,2.46801853
09,2,3,4,48.87977159,2.46801853
16,2,4,1,49.43994,1.10069
16,2,4,3,49.43994,1.10069
21,2,4,1,43.30952094,5.37930384
21,2,4,4,43.30952094,5.37930384
13,1,3,3,48.132499,7.324834
13,1,3,4,48.132499,7.324834
18,1,2,1,49.40141,1.03268
18,1,2,4,49.40141,1.03268
21,2,4,1,48.8775,2.44346
21,2,4,4,48.8775,2.44346
09,2,4,1,43.33289,5.43736
09,2,4,4,43.33289,5.43736
15,2,2,3,-21.242473,55.527346
15,2,2,4,-21.242473,55.527346
06,2,4,1,43.30607644,5.51068778
06,2,4,4,43.30607644,5.51068778
11,2,2,1,14.4699,-60.922022
11,2,2,2,14.4699,-60.922022
19,2,3,1,48.956804,2.320438
19,2,3,4,48.956804,2.320438
10,1,2,3,45.15195,0.78605
10,1,2,4,45.15195,0.78605
22,2,4,3,43.26873,5.36881
10,1,1,1,47.318416,4.913181
10,1,1,4,47.318416,4.913181
01,2,4,4,-21.33688,55.47966
12,2,4,1,48.94884701,2.3403722
12,2,4,4,48.94884701,2.3403722
10,2,3,1,50.57517815,2.74164543
10,2,3,3,50.57517815,2.74164543
10,2,3,4,50.57517815,2.74164543
19,2,4,1,4.93594045,-52.29419553
19,2,4,4,4.93594045,-52.29419553
18,1,3,3,45.400371,5.540875
18,2,4,1,48.94048,2.45052
18,2,4,4,48.94048,2.45052
09,1,1,3,43.676842,3.415847
18,2,4,1,45.75666,4.84499
18,2,4,4,45.75666,4.84499
14,2,3,1,48.929151,2.478946
14,2,3,4,48.929151,2.478946
05,2,3,4,14.62307,-61.05164
19,2,3,1,48.9272369,2.33017552
19,2,3,4,48.9272369,2.33017552
10,2,4,1,48.84143633,2.22118431
10,2,4,4,48.84143633,2.22118431
06,2,4,4,45.83397,1.27352
18,2,3,1,48.8129879,2.32587397
18,2,3,3,48.8129879,2.32587397
20,2,4,4,45.82619,1.23635
13,2,3,1,48.81055625,2.29913306
13,2,3,4,48.81055625,2.29913306
23,2,3,1,48.82141814,2.25304019
23,2,3,4,48.82141814,2.25304019
16,2,4,1,45.84518,1.27657
16,2,4,4,45.84518,1.27657
21,2,4,4,48.83561762,2.23070133
17,2,1,3,43.12034,5.9473
17,2,1,4,43.12034,5.9473
23,2,3,1,48.83967725,2.23985624
23,2,3,4,48.83967725,2.23985624
13,2,3,1,48.8289235,2.22856826
13,2,3,4,48.8289235,2.22856826
13,2,4,1,48.74191,1.91664
13,2,4,4,48.74191,1.91664
17,1,4,1,44.3732,2.037524
17,1,4,4,44.3732,2.037524
20,2,3,1,49.00814,2.11463
20,2,3,3,49.00814,2.11463
15,1,3,3,41.88534846,9.02674416
15,1,3,4,41.88534846,9.02674416
14,2,3,2,48.453572,-2.039101
15,1,3,4,48.75653439,2.70534788
16,1,3,1,45.07296498,5.11282682
16,1,3,3,45.07296498,5.11282682
06,2,4,4,49.40805434,2.11066568
13,1,3,2,45.170778,5.03967
13,1,3,3,45.170778,5.03967
14,1,3,1,48.783825,2.626599
14,1,3,3,48.783825,2.626599
08,1,1,1,48.228175,0.999391
08,1,1,3,48.228175,0.999391
19,1,4,4,49.470306,2.142291
13,1,3,1,48.61489,2.61463
13,1,3,3,48.61489,2.61463
16,1,3,3,49.08362212,3.71712506
16,1,3,4,49.08362212,3.71712506
14,1,3,4,-21.26002749,55.37924033
16,1,1,1,44.694601,-0.496672
16,1,1,4,44.694601,-0.496672
19,2,4,1,48.53251045,2.62732029
19,2,4,3,48.53251045,2.62732029
22,2,4,1,48.54321,2.63302
22,2,4,4,48.54321,2.63302
20,1,1,1,45.014089,-0.43041
20,1,1,4,45.014089,-0.43041
10,2,4,1,48.95949,2.9039
10,2,4,4,48.95949,2.9039
16,1,3,3,48.45793,2.70093
18,1,1,1,48.6888,2.32454
18,1,1,4,48.6888,2.32454
19,1,3,1,49.530751,0.132633
19,1,3,3,49.530751,0.132633
19,1,3,4,49.530751,0.132633
07,1,1,1,48.74187,2.32182
07,1,1,4,48.74187,2.32182
17,2,4,1,47.98123,0.21748
17,2,4,4,47.98123,0.21748
03,1,2,3,48.799236,1.995724
15,2,4,1,45.81875,4.90561
15,2,4,3,45.81875,4.90561
13,1,1,1,48.86634267,2.41387546
13,1,1,4,48.86634267,2.41387546
11,2,4,1,48.59841,7.77536
11,2,4,4,48.59841,7.77536
09,1,1,1,48.91267725,2.35778231
09,1,1,4,48.91267725,2.35778231
07,2,4,1,42.6739221,2.88751066
07,2,4,4,42.6739221,2.88751066
20,2,4,1,42.68876,2.89477
20,2,4,3,42.68876,2.89477
21,1,1,1,48.89382816,2.47190204
21,1,1,4,48.89382816,2.47190204
15,2,4,4,43.48108,-1.56668
09,2,4,3,43.47662,-1.54998
10,2,4,1,50.43163992,2.8297314
10,2,4,4,50.43163992,2.8297314
16,1,2,1,49.03385084,2.11134575
16,1,2,4,49.03385084,2.11134575
01,2,4,1,47.72183,-3.37646
01,2,4,3,47.72183,-3.37646
13,2,3,1,48.11298,5.14403
13,2,3,4,48.11298,5.14403
18,1,1,1,48.93395723,2.38874661
18,1,1,4,48.93395723,2.38874661
16,2,4,1,49.23675,4.00465
16,2,4,2,49.23675,4.00465
16,2,4,3,49.23675,4.00465
16,2,4,4,49.23675,4.00465
13,1,1,4,48.892492,2.666752
11,2,3,1,47.930988,1.896994
11,2,3,4,47.930988,1.896994
07,2,4,1,49.36811,6.15725
07,2,4,3,49.36811,6.15725
01,1,2,4,47.22443,-1.62245
17,2,2,1,-17.54555895,-149.5774287
17,2,2,4,-17.54555895,-149.5774287
22,2,4,1,45.04169265,3.8826624
22,2,4,4,45.04169265,3.8826624
11,2,4,1,-21.33912,55.45895
11,2,4,4,-21.33912,55.45895
10,2,7,1,45.39415,4.30309
10,2,7,4,45.39415,4.30309
23,2,4,1,43.88945,-0.4769
23,2,4,4,43.88945,-0.4769
21,1,2,1,-20.88011,55.39812
21,1,2,4,-20.88011,55.39812
06,2,4,1,47.38634,0.66751
06,2,4,4,47.38634,0.66751
19,2,4,4,4.92842815,-52.31359398
22,2,4,1,44.83799247,-0.56665018
22,2,4,4,44.83799247,-0.56665018
17,1,4,4,44.801749,-0.593769
23,2,4,1,45.76365,4.86289
23,2,4,4,45.76365,4.86289
14,2,4,1,43.60787,1.4464
14,2,4,3,43.60787,1.4464
17,2,4,1,45.75271658,4.8595901
17,2,4,3,45.75271658,4.8595901
